level_0,index,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
476,476,0449207595,grass alway greener septic tank,b erma,1988,fawcett
477,477,0590897985,music dolphin appl signatur edit,h karen,1998,hyperion
478,478,0064405052,magician nephew narnia,c lewis,1994,harpertrophy
479,479,0152162577,deep wizardri second book young wizard seri,duane,2001,magic
480,480,015216250X,want wizard first book young wizard seri,duane,2001,magic
481,481,0345391802,hitchhik guid galaxi,douglas,1995,ballantine
482,482,0440219078,giver twenti one centuri refer,l lowry,1994,leaf
483,483,349913358X,da schlampenbuch erzã ãâ¤hlungen neue frau,moser,1993,rowohlt
484,484,3404121686,nacht ã ãâ¼ber den wassern,f ken,1994,lã
485,485,3404118960,die sã ãâ¤ulen der erd roman,f ken,1992,lã
486,486,0345356578,man ride man ride,stephen,1990,del
487,487,0345346971,mirror dream mordant need,stephen,1987,del
488,488,0753804700,reader,b schlink,1998,phoenix
489,489,0451155750,dead zone,k stephen,2004,signet
490,490,0786890436,diari ellen rimbauer life rose red,e rimbauer,2002,hyperion
491,491,0345428544,dark tide onslaught star war new jedi order book two,stackpole,2000,del
492,492,0671694049,long dark tea time soul,douglas,1990,pocket
493,493,0449006557,half moon street charlott thoma pitt novel paperback,perry,2001,ballantine
494,494,0373250339,minor indiscret red dress ink paperback,c matthews,2003,ink
495,495,0380820447,better wor novel,c matthews,2002,avon
496,496,0385497679,hidden plain view secret stori quilt underground railroad,j tobin,2000,anchor
497,497,0451454243,forest hou,b zimmer,1995,roc
498,498,039914563X,bear dragon,c tom,2000,putnam
499,499,0312853238,ender game ender wiggin saga paperback,c scott,1992,tor
500,500,0425161722,net forc,c tom,1999,berkley
501,501,0385493800,testament,g john,1999,doubleday
502,502,067175145X,way thing ought,h rush,1992,pocket
503,503,0440211727,time kill,g john,1992,dell
504,504,0380002450,awaken,c kate,1982,avon
505,505,0425134350,patriot game,c tom,1992,berkley
506,506,044661162X,chase dime,c michael,2003,warner
507,507,0671742566,tender triumph sonnet book,j mcnaught,1991,pocket
508,508,0515122408,cat tail thief,b lilian,1998,jove
509,509,0440222818,guilt,j lescroart,1998,island
510,510,0451204050,secret servic,j jakes,2001,signet
511,511,038533334X,charm billi,mcdermott,1999,delta
512,512,0449001954,murder librari congress capit crime paperback,truman,2001,fawcett
513,513,0345404777,safe place,n richard,1999,ballantine
514,514,0451185277,thorn truth,e goudge,1999,signet
515,515,0440224829,granni dan,steel,2000,random
516,516,0515134368,penwyth cur,c coulter,2004,jove
517,517,0380759497,xanth fifteen color panti,piers,1992,eo
518,518,0394578791,report life,c walter,1996,knopf
519,519,068983571X,hound baskervil aladdin classic,sir,2000,aladdin
520,520,1551668785,final stand,h myers,2002,mira
521,521,0380817144,lord silent novel suspen,e peters,2002,avon
522,522,0553212583,wuther height,b emily,1983,bantam
523,523,0446364762,star shine,sheldon,1993,warner
524,524,0425166619,toxin,c robin,1999,berkley
525,525,0765341972,mothman propheci,j keel,2002,tor
526,526,0064472779,american girl,c meg,2003,harpertrophy
527,527,0553581279,silver metal lover,l tanith,1999,spectra
528,528,0553561618,dark paradi,h tami,1994,bantam
529,529,0312422156,middlesex novel,e jeffrey,2003,picador
530,530,0451524489,awaken select stori kate chopin signet classic,c kate,1995,signet
531,531,0140065172,ordinari peopl,g judith,1993,penguin
532,532,044022165X,rainmak,g john,1996,dell
533,533,0399143165,toxin,c robin,1998,putnam
534,534,0425124347,bad place,r,1994,berkley
535,535,0312282990,amaz adventur kavali clay,c michael,2001,picador
536,536,0425137945,greygallow,b michaels,1993,berkley
537,537,042512892X,dark,b michaels,1996,berkley
538,538,0425113892,someon hou,b michaels,1989,berkley
539,539,0394820371,phantom tollbooth,j norton,1993,yearling
540,540,0449134482,danc wolf,b michael,1990,fawcett
541,541,0375821813,hoot newberi honor book,c hiaasen,2002,knopf
542,542,0812516826,catnap midnight louie mysteri midnight louie mysteri,c nelson,1993,forge
543,543,0345348036,princess bride morgenstern classic tale true love high adventur,g william,1987,del
544,544,0871137380,black hawk stori modern war,b mark,1999,atlantic
545,545,0553568760,natur cau,palmer,1995,bantam
546,546,034538184X,degr guilt,n richard,1995,ballantine
547,547,0140620125,wuther height penguin popular classic,b emily,1994,penguin
548,548,0140620109,emma penguin popular classic,jane,1994,penguin
549,549,0375420827,art travel,botton,2002,pantheon
550,550,0671745530,long thank fish hitchhik trilog paperback,douglas,1991,pocket
551,551,0805062971,fight club,c palahniuk,1999,owl
552,552,0553211412,wuther height,b emily,1983,bantam
553,553,0671510053,ship news,proulx,1994,scribner
554,554,1573229385,frog king love stori,davies,2002,riverhead
555,555,0385334036,smoke jumper,e nicholas,2001,delacorte
556,556,0060914653,unbear light,k milan,1988,harpercollin
557,557,0345347536,spell chameleon xanth novel paperback,piers,1987,del
558,558,055321313X,ann green gabl ann green gabl novel paperback,l montgomery,1982,bantam
559,559,0060529709,everyth illumin novel,f safran,2003,perennial
560,560,0876850867,post offic,b charles,1980,black
561,561,0140274154,road essenti penguin,j kerouac,1998,penguin
562,562,0679743464,hard boil wonderland end world novel vintag intern,h murakami,1993,vintage
563,563,0375704027,norwegian wood vintag intern origin,h murakami,2000,vintage
564,564,0590484753,talk dragon enchant forest chronicl paperback,c wrede,1995,fantasy
565,565,0590484672,call dragon read paperback,c wrede,1994,fantasy
566,566,0743237188,fall knee oprah forti five,macdonald,2002,touchstone
567,567,0553586122,reap wind,johansen,2002,bantam
568,568,0553584510,survivor club,g lisa,2003,bantam
569,569,0440216842,carousel,b plain,1998,dell
570,570,0345443284,gone,sue,1999,ballantine
571,571,0553285653,grass,tepper,1990,spectra
572,572,0394800133,one fish two fish red fish blue fish read beginn book,seuss,1960,random
573,573,0060972777,boy life memoir,wolff,1989,perennial
574,574,0156001942,winter tale,h mark,1995,harvest
575,575,055326382X,danc wu li master overview new physic,g zukav,1994,bantam
576,576,0345418018,world accord garp ballantin reader circl,john,1997,ballantine
577,577,0684801469,farewel arm,e hemingway,1995,scribner
578,578,0312420145,twenti seventh citi novel bestsel backlist,f jonathan,2001,picador
579,579,0375401318,break clean,b judy,2002,knopf
580,580,0140253602,felicia journey,william,1996,penguin
581,581,0671789422,poss secret joy,walker,1993,pocket
582,582,014016930X,angl repo contemporari american fiction,wallace,1992,penguin
583,583,0140077022,white noi contemporari american fiction,delillo,1991,penguin
584,584,0679732764,invi man,e ralph,1995,vintage
585,585,0553273604,love shadow,isabel,1988,bantam
586,586,0553273914,hou spirit,isabel,1986,bantam
587,587,0060256672,sidewalk end poem draw,silverstein,1974,harpercollin
588,588,039592720X,interpret maladi,j lahiri,1999,houghton
589,589,0060928336,divin secret ya ya sisterhood novel,r wells,1997,perennial
590,590,0671003755,come undon oprah book club paperback,l wally,1996,washington
591,591,0553268449,jitterbug perfum,r tom,1985,bantam
592,592,0684844729,stone river,h ursula,1997,simon
593,593,038001503X,one hundr year solitud,g marquez,1970,avon
594,594,0440215625,dragonfli amber,gabaldon,1993,dell
595,595,0316777730,nake,sedaris,1998,bay
596,596,0375501851,white teeth,zadie,2000,random
597,597,0877733759,write bone,g natalie,1986,shambhala
598,598,0805019367,k killer grafton sue kinsey millhon mysteri,g sue,1994,company
599,599,0140070206,ironw,j william,1989,penguin
600,600,0140042393,grape wrath,j steinbeck,1976,penguin
601,601,067142517X,win friend revi,c dale,1981,simon
602,602,0671726889,cuckoo egg,c stoll,1990,pocket
603,603,0446601241,kiss girl,j patterson,1995,warner
604,604,0451124340,differ season,k stephen,1983,penguin
605,605,0345384466,witch hour life mayfair witch,rice,1993,ballantine
606,606,0446604801,jack jill alex cross novel,j patterson,1997,warner
607,607,0345422392,vittorio vampir new tale vampir,rice,2001,ballantine
608,608,0679734775,hou mango street vintag contemporari,c sandra,1991,vintage
609,609,0425124819,black rainbow,b michaels,1994,berkley
610,610,0345409469,demon haunt world scienc candl dark,c sagan,1997,ballantine
611,611,1558747346,teen love relationship book teenag,k kirberger,1999,communication
612,612,0373250177,verg red dress ink paperback,papa,2002,ink
613,613,0141001771,welcom planet english sometim spoken,shannon,2001,penguin
614,614,0451523369,frankenstein modern prometheu,wollstonecraft,1994,signet
615,615,0786884622,world pie novel,k stolz,2001,hyperion
616,616,0449005569,love user guid,c naylor,1999,ballantine
617,617,0671027344,perk wallflow,c stephen,1999,mtv
618,618,0786927089,dragon summer flame,weis,2002,wizard
619,619,006019491X,daughter fortun novel oprah book club hardcov,isabel,1999,harpercollin
620,620,0684819066,beauti mind biographi john forb nash jr,n sylvia,1998,simon
621,621,0375420673,bridegroom stori great read,h jin,2000,pantheon
622,622,0066211611,portrait sepia,isabel,2001,harpercollin
623,623,034537522X,book lost tale two histori middl earth volum two,j tolkien,1992,del
624,624,0345375211,book lost tale one histori middl earth volum one,j tolkien,1992,del
625,625,0140042520,dharma bum,j kerouac,1991,penguin
626,626,0380789035,american god,g neil,2002,harpertorch
627,627,0345358791,two thousand sixti one odyssey three,clarke,1991,del
628,628,0060964049,tale citi tale citi seri v one,maupin,1989,perennial
629,629,0812551389,skyston whyte jack camulod chronicl bk one,j whyte,1996,forge
630,630,0345316991,white gold wielder chronicl three second chronicl thoma coven,stephen,1984,ballantine
631,631,0679734058,kill mister watson,peter,1991,vintage
632,632,0440206154,red dragon,h thomas,2000,company
633,633,0345370775,jurass park,c michael,1999,ballantine
634,634,0452265347,piano lesson plume drama,wilson,1990,plume
635,635,0743457943,trade place,f michaels,2003,pocket
636,636,0373484224,stanislaski brother silhouett promo,n roberts,2000,silhouette
637,637,0312421001,thought father god true tale npr nation stori project,paul,2002,picador
638,638,0380789019,neverwh,g neil,1998,avon
639,639,0380018179,thorn bird,c mccullough,1978,avon
640,640,067101420X,forev novel good evil love hope,jude,2002,pocket
641,641,0679457313,god small thing,roy,1997,random
642,642,0394557433,gift sea,morrow,1986,pantheon
643,643,0553571656,beekeep apprent,k r,1996,bantam
644,644,0312169787,red tent novel,diamant,1997,martin
645,645,0786866276,mother pearl,h melinda,1999,hyperion
646,646,0140266771,larri parti,c shields,1998,penguin
647,647,015644450X,love troubl stori black woman,walker,1974,harvest
648,648,0679723420,pale fire novel vintag intern,n vladimirovich,1989,vintage
649,649,0441004016,anubi gate,p tim,1997,ace
650,650,0140620338,pictur dorian gray,wilde,1994,penguin
651,651,3257061269,der alchimist,c paulo,2003,verlag
652,652,3453177622,zeit im wind,n sparks,2000,heyne
653,653,3499108518,der fanger im roggen,j salinger,1966,rowohlt
654,654,3518367064,demian die geschicht von emil sinclair jugend,h hesse,1974,suhrkamp
655,655,3453088433,da druidentor,h wolfgang,2002,heyne
656,656,0553572490,vice,f jane,1996,bantam
657,657,0553576976,west dodg,l lamour,1997,bantam
658,658,0349103232,crow road,b iain,1993,abacu
659,659,0679745653,breakfast tiffani three stori first vintag intern,c truman,1993,vintage
660,660,0785268480,rachel tear spiritu journey columbin martyr rachel scott,scott,2000,nelson
661,661,000649840X,angela ash,f mccourt,1999,harpercollin
662,662,0140431268,far mad crowd penguin classic,h thomas,1989,penguin
663,663,0099771519,memoir geisha uk,golden,1998,trafalgar
664,664,067102535X,last danc last chanc ann rule crime file,rule,2002,pocket
665,665,0876855575,ham rye,b charles,1982,ecco
666,666,0330376136,,h james,2002,pan
667,667,0140272658,experienc,william,1998,penguin
668,668,3442435951,ich schenk dir meinen mann,c keller,1997,goldmann
669,669,3442435838,die prã ãâ¼fung,f wilson,1996,goldmann
670,670,0385720920,choke,c palahniuk,2002,anchor
671,671,0385498721,survivor novel,c palahniuk,2000,anchor
672,672,0380813815,lamb gospel accord biff christ childhood pal,c moore,2003,perennial
673,673,0836217632,cur madam c far side collect,g larson,1994,andrew
674,674,0140099832,lake wobegon day,g keillor,1990,penguin
675,675,0385314744,rush limbaugh big fat idiot observ,franken,1996,delacorte
676,676,0316107417,happi trail,b breathed,1990,little
677,677,0894803700,fourteen zero thing happi,kipfer,1990,workman
678,678,0590457225,deal dragon enchant forest chronicl paperback,c wrede,1992,scholastic
679,679,0316929190,human polit educ,g stephanopoulos,1999,little
680,680,0140390693,littl woman penguin classic,may,1989,penguin
681,681,0439404371,thief lord,c funke,2002,scholastic
682,682,0679741011,sex art american cultur essay,c paglia,1992,vintage
683,683,0345307674,return jedi star war,j kahn,1983,del
684,684,1573225789,color water black man tribut white mother,j mcbride,1997,riverhead
685,685,0380754843,waysid school fall,l sachar,1990,harpertrophy
686,686,0345368940,dolphin pern,mccaffrey,1994,ballantine
687,687,0345331605,dragonsdawn,mccaffrey,1988,ballantine
688,688,0553296981,ann frank diari young girl,frank,1993,bantam
689,689,0375724575,famili orchard,e nomi,2001,vintage
690,690,0345285549,elfston shannara,b terry,1990,del
691,691,0345301870,ogr ogr,piers,1982,del
692,692,0451169530,stand complet uncut,k stephen,1991,signet
693,693,067168390X,lonesom dove,l mcmurtry,1988,pocket
694,694,0385335881,shopahol take manhattan summer display opportun,k sophie,2002,delta
695,695,0385335482,confess shopahol summer display opportun,k sophie,2001,delta
696,696,0553258001,cider hou rule,john,1986,bantam
697,697,0375704043,uncl tungsten memori chemic boyhood,w,2002,vintage
698,698,0373871279,famili last love inspir number,carolyne,2000,hill
699,699,0805063889,nickel dime get america,b ehrenreich,2001,metropolitan
700,700,068986020X,gingerbread,c rachel,2003,simon
701,701,1573228567,grandfath bless stori strength refug belong,n remen,2001,riverhead
702,702,0553582658,summer light,l rice,2002,bantam
703,703,051513399X,smoke mirror,krentz,2002,jove
704,704,0373218400,tabl two,n roberts,2002,silhouette
705,705,0374216495,museum guard,h norman,1998,farrar
706,706,0679419152,nothin good time ahead,molly,1993,random
707,707,0060192895,hunt badger,h tony,1999,harpercollin
708,708,0826308791,educ littl tree zia book,c forrest,1986,new
709,709,0140259198,island day,e umberto,1996,penguin
710,710,0345435249,darwin radio,b greg,2000,ballantine
711,711,0441003257,good omen,g neil,1996,ace
712,712,0451202503,songcatch ballad novel,sharyn,2002,signet
713,713,0446606812,messag bottl,n sparks,1999,warner
714,714,0671028375,fatal voyag,k reichs,2002,pocket
715,715,0451181468,pray sleep,jeffery,1995,signet
716,716,0399149759,flashback,b nevada,2003,putnam
717,717,0345384733,red squar,c smith,1993,ballantine
718,718,0671759361,pearl mist landri,v,1994,pocket
719,719,0399146008,shock,c robin,2001,putnam
720,720,3442720001,da halsband der taub,e w,1996,btb
721,721,0515132632,isl lie,fletcher,2002,jove
722,722,0060930535,poisonwood bibl novel,b kingsolver,1999,perennial
723,723,0375702709,lesson die vintag contemporari paperback,e j,1997,vintage
