level_0,index,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
451,451,0152099905,borrow,norton,1989,odyssey
452,452,0671021184,spi eye sabrina teenag witch fourteen,h nancy,1998,simon
453,453,0330301497,madwoman undercloth essay occa,g greer,1986,pan
454,454,0446677698,one virgin mani,lindsey,2001,mysteriou
455,455,0425105695,move finger miss marpl mysteri paperback,christie,1994,berkley
456,456,0061013722,clairvoy,thurm,1999,harpertorch
457,457,0671493183,doggi boynton board book simon schuster,b sandra,1984,simon
458,458,0679882812,dr seusss abc amaz alphabet book bright earli board book,seuss,1996,random
459,459,0394900189,mother beginn book,e p,1966,random
460,460,0393318451,univ donor norton paperback fiction,c nova,1998,company
461,461,0937295078,meet molli american girl american girl collect,valerie,1986,company
462,462,0843105550,gnome nome serendip,c stephen,1978,price
463,463,0312423187,dancer novel,c mccann,2004,picador
464,464,0553581651,die upon kiss,b hambly,2002,bantam
465,465,0553240633,right stuff,wolfe,1983,bantam
466,466,0684841215,someth happen,h joseph,1997,simon
467,467,3746616360,da puppenkind,e maaser,2000,aufbau
468,468,0060520515,side stori novel key marian,k marian,2004,william
469,469,0345455916,probabl futur ballantin reader circl,hoffman,2004,ballantine
470,470,0553281437,rose prophet volum iii prophet akhran,weis,1991,bantam
471,471,0553276387,wander wander,weis,1989,bantam
472,472,059041691X,one hundr one dinosaur joke,h phil,1988,scholastic
473,473,0883964201,forti two gift id like give guidebook wonder thought carri along journey life self help,pagels,1995,art
474,474,1881273628,five love languag express heartfelt commit mate,c gary,1996,northfield
475,475,0736905324,power pray husband,stormie,2001,publisher
476,476,0722150954,unsuit job woman,j p,1988,limited
477,477,1552780724,minut glimp great canadian heritag,b marsha,1999,company
478,478,0786813709,fab five make scene mum book one fab five one,r rushton,1999,children
479,479,0915473569,plan pregnanc birth third edit,obstetricians,2000,american
480,480,3518383973,eva luna,isabel,2003,suhrkamp
481,481,227724113X,la prophã ãâ©tie de,j redfield,2000,jai
482,482,0679759328,hotel du lac vintag contemporari,brookner,1995,vintage
483,483,0385487398,welcom countri journey world therapist patient,l slater,1997,anchor
484,484,0689832923,know manner,c macgregor,2000,meadowbrook
485,485,0330352091,cauldron uk,c forbes,2000,pan
486,486,0553299328,sixteen die one last wish,l mcdaniel,1992,bantam
487,487,0156006243,histori sieg lisbon,j saramago,1998,harvest
488,488,0345396456,good husband ballantin reader circl,g godwin,1995,ballantine
489,489,0385720327,hand memori holocaust rescuer,g opdyke,2001,doubleday
490,490,0374521956,one day life ivan denisovich,solzhenitsyn,1992,farrar
491,491,0889951926,fine daughter fiction,c simmons,1999,red
492,492,0771079567,cinnamon garden,selvadurai,1999,edition
493,493,0671439162,white hotel,thomas,1982,pocket
494,494,0425166090,girl r u l e girl r u l e one,k lowe,1998,berkley
495,495,0061013579,cash autobiographi,c johnny,1998,harpersanfrancisco
496,496,0316592382,fearless jone,walter,2001,little
497,497,0316955191,hope novel,h wouk,1993,company
498,498,0553271105,shane,j schaefer,1983,bantam
499,499,8807811987,baol una tranquilla nott di regim fiction poetri drama,benni,1900,feltrinelli
500,500,8433914553,ereccion eyaculacion exhibicion,b charles,1995,anagrama
501,501,9681336089,vivir para contarla live tell spanish,g marques,2002,diana
502,502,0375700668,samba sherlock,j soares,1998,vintage
503,503,0743204239,lo e una memoria,f mccourt,2000,fireside
504,504,0805041508,last rite novel harvey john charl resnick novel,h john,1999,company
505,505,8433914871,pulp,b charles,1997,anagrama
506,506,0380794772,dri season,p robinson,2000,avon
507,507,0385488424,sunset limit,b lee,1998,bantam
508,508,0553099590,guilti sin,h tami,1996,bantam
509,509,0751530328,thin air,c storm,2002,firebird
510,510,0380788632,death take passag alaska mysteri paperback,h sue,1998,avon
511,511,1551666987,marriag book,j johnston,2003,mira
512,512,0446610941,misfortun,g nancy,2002,warner
513,513,0671680080,star trek v final frontier,j,1989,star
514,514,0312954115,cheapskat monthli money makeov,h mary,1995,martin
515,515,0449911462,think grow rich,h napoleon,1996,ballantine
516,516,0525446052,big book peac,lloyd,1990,dutton
517,517,0345304659,nirvana blue,j nichols,1983,ballantine
518,518,0425052028,confess phoeb tyler,r warrick,1982,berkley
519,519,0373710356,fourteen valentin place harlequin superrom one thousand thirti five,b pamela,2002,harlequin
520,520,0373710208,zoey phillip girlfriend harlequin superrom one thousand twenti,b judith,2001,harlequin
521,521,0440918022,dragon blood pit dragon book one,j yolen,1984,leaf
522,522,0671682830,heaven casteel saga paperback,v,1989,pocket
523,523,0609810030,love stori world war ii,k larry,2002,three
524,524,0553573292,bright messeng novel set rama univ,g lee,1996,bantam
525,525,2910188132,leffet perver le naufrag de dãâ©mocrati,c michel,1994,diffusion
526,526,8483100959,una mujer dificil,john,1999,tusquet
527,527,067187876X,armageddon,b sue,1998,baen
528,528,0743471520,thraxa,scott,2003,baen
529,529,0028617363,complet idiot guid chess,p wolff,1997,alpha
530,530,0345384229,transit h p lovecraft road mad,h p,1996,del
531,531,0671026291,xander year volum one,r,1999,simon
532,532,3442541425,ander leut dreck die gewissenhaften aufzeichnungen einer putzfrau,l rafkin,2000,goldmann
533,533,067972205X,stori shipwreck sailor,g marquez,1989,vintage
534,534,0671891650,pretti boy floyd,l mcmurtry,1994,simon
535,535,0786711035,beast,c oates,2002,publisher
536,536,0385492235,invi sign,bender,2000,doubleday
537,537,0060185716,triggerfish twist novel,tim,2002,company
538,538,0671578448,unlik one,b mary,1999,baen
539,539,0375508716,motherhood hollywood get job like mine,h patricia,2002,villard
540,540,0553577778,infin shore uplift saga book five,b david,1997,bantam
541,541,0060920335,sure,maupin,1990,publisher
542,542,0451082028,coma,c robin,1977,penguin
543,543,0840775717,third millenium,paul,1993,westbow
544,544,0061009482,sacrif tamar,n ragen,1995,publisher
545,545,0525947736,darwin award iii surviv fittest,n wendy,2003,dutton
546,546,0380711982,katherin time incr true stori multipl person kit castl,c kit,1990,paperback
547,547,0452282063,siam woman shot man novel,l tuck,2000,plume
548,548,0446605913,time depart marcu didiu falco mysteri paperback,lindsey,1998,warner
549,549,0553254642,buri caesar,r stout,1994,bantam
550,550,0380808641,death irish sinner peter mcgarr mysteri peter mcgarr mysteri paperback,b gill,2002,avon
551,551,0517150646,histori devil idea evil,c paul,1996,gramercy
552,552,325706277X,handbuch de krieger de licht,c paulo,2001,verlag
553,553,0671676237,golden chanc,krentz,1990,pocket
554,554,0440224748,four corner night,c holden,1999,island
555,555,0517692007,poem love,g harvey,1991,random
556,556,0140441034,njal saga classic,magnusson,1966,penguin
557,557,0399147837,shadow warrior insid special forc,c tom,2002,putnam
558,558,067943612X,recess,j michener,1994,random
559,559,0449902803,unlimit power,robbins,1991,ballantine
560,560,0671887971,ring truth,n pickard,2001,atria
561,561,0804111626,agatha raisin viciou vet agatha raisin mysteri paperback,b c,1994,fawcett
562,562,0590481150,gremlin chew bubbl gum bailey school kid book thirteen,dadey,1995,scholastic
563,563,0140060324,white hotel,thomas,1982,penguin
564,564,0451451562,wander fire fionavar tapestri book two,g kay,1997,roc
565,565,0451451805,darkest road fionavar tapestri book three,g kay,1994,roc
566,566,0380790890,well pleasur ladi,c dodd,1997,avon
567,567,0515104191,defcon one,j weber,1990,jove
568,568,1570624380,flatland shambhala pocket classic,edwin,1999,shambhala
569,569,1570431108,eckankar ancient wisdom today past life dream soul travel help find god,c todd,1995,eckankar
570,570,0375750002,portabl henri rollin,h rollins,1998,villard
571,571,0425165582,book blood volum one three,b clive,1998,berkley
572,572,1556618409,sister confederaci secret refug two,l snelling,2000,publisher
573,573,0393308189,ever sinc darwin reflect natur histori,g stephen,1992,company
574,574,0446676136,reason hope spiritu journey,g jane,2000,warner
575,575,0345394658,return chateau prece girl love,p reage,1995,ballantine
576,576,0553211951,complet short stori mark twain bantam classic,twain,1990,bantam
577,577,0140367462,princess goblin puffin classic essenti collect,g macdonald,1997,puffin
578,578,0764221396,search heart prairi legaci two,j oke,1999,publisher
579,579,0764221566,quiet strength oke janett prairi legaci three,j oke,1999,publisher
580,580,0679735291,bodi project intim histori american girl,b jacobs,1998,vintage
581,581,3442540356,microsklaven,c douglas,1998,goldmann
582,582,0590137859,case secret password clue jr,c parker,1997,little
583,583,0590417363,fourth grade jinx,c mckenna,1995,scholastic
584,584,0380716984,amelia bedelia famili album,p parish,1994,harpercollin
585,585,0590426877,mysteri ranch boxcar child book four,g warner,1989,scholastic
586,586,0590426796,lighthou mysteri,c warner,1990,scholastic
587,587,0380732726,ramona world ramona seri,b cleary,2001,harpertrophy
588,588,0061052493,wake beauti,p witcover,1997,harpercollin
589,589,0684815028,man queue,j tey,1995,touchstone
590,590,0312984863,impostor liar club liar club,b celeste,2003,martin
591,591,0525947345,friend famili,j lisa,2003,dutton
592,592,848450767X,una rosa para emili miss zil,f william,2001,debol
593,593,055311073X,follow star home,l rice,2000,bantam
594,594,034543630X,simon famili,f marianne,2000,ballantine
595,595,9722100262,memori convento,j saramago,1999,luso
596,596,0060177225,danger know,b taylor,1995,harpercollin
597,597,8408028472,pequena infamia premio planeta one thousand nine hundr nineti eight autor espanol e iberoamericano,c posadas,1999,planeta
598,598,0531058379,afternoon elf,j taylor,1989,orchard
599,599,0140089373,fool crow contemporari american fiction,j welch,1987,penguin
600,600,0553232320,road gandolfo,l robert,1982,bantam
601,601,0812542843,angel,g kilworth,1997,tor
602,602,030701035X,cinderella,b staff,1992,random
603,603,1856975770,kingfish first dictionari,crawley,1995,kingfisher
604,604,0399144897,white hou connect,h jack,1999,putnam
605,605,074321269X,jasmin trade novel suspen introduc eve diamond,hamilton,2001,scribner
606,606,0140187405,tortilla flat penguin twentieth centuri classic,j steinbeck,1997,penguin
607,607,0893753971,great tale terror watermil classic,poe,1993,communication
608,608,0380789140,prison conscienc,susan,1998,avon
609,609,0375806717,black stallion,f walter,2000,random
610,610,0671535455,hoopi shoopi donna,shea,1997,washington
611,611,0553293885,great day deadli,h jane,1992,bantam
612,612,0312979509,spider web,christie,2001,martin
613,613,3453136411,da urteil,g john,1998,heyne
614,614,0671529986,mother mother,c okeefe,1996,atria
615,615,0441005055,alleluia file ace scienc fiction,shinn,1998,ace
616,616,9070066882,het volgend verhaal,c nooteboom,1991,de
617,617,3404139968,von zeit zu zeit die vergangenheit ist nur einen schritt entfernt,f jack,1998,lã
618,618,3404143485,die versuchung,b david,2000,lã
619,619,3596223946,sommerhau spãâ¤ter erzãâ¤hlungen collect fischer,h judith,1998,fischer
620,620,1560760516,firstborn dragonl elven nation vol one,b thompson,1991,wizard
621,621,156076113X,kinslay war dragonl elven nation vol two,niles,1991,tsr
622,622,037329221X,peril attract harlequin histor six hundr twenti one,f rowell,2002,harlequin
623,623,0865470561,mr bridg novel,c evan,1990,north
624,624,0060965991,roadfood,j stern,1992,harpercollin
625,625,0553213938,custom countri,e wharton,1991,bantam
626,626,0345444078,shadow innsmouth,j stephen,2001,del
627,627,0802137040,explor valley amazon,h william,2000,grove
628,628,044661050X,diari v breakup diari v,kent,2001,warner
629,629,0449006158,night inspector novel ballantin reader circl,b frederick,2000,ballantine
630,630,0451168429,deprav indiff,k tanenbaum,1994,signet
631,631,0552138428,brentford triangl,r rankin,1992,bantam
632,632,0425180468,fax bagel,k sharon,2001,berkley
633,633,0812970802,girl meet god memoir,f winner,2003,random
634,634,2070364178,silbermann,j lacretelle,1973,gallimard
635,635,0449911411,want live life,spungen,1996,ballantine
636,636,0553585843,fountain secret get connect romanc,j litton,2003,bantam
637,637,0446326925,wild orchid,k robards,1986,warner
638,638,155166285X,look could kill,g pozzessere,1997,mira
639,639,0451526368,northang abbey signet classic,jane,1983,signet
640,640,0590433881,kristi great idea babi sitter club one,martin,1989,scholastic
641,641,0394566300,decor rich achiev moni look without spend fortun,teri,1988,villard
642,642,0312195168,night talk novel,c elizabeth,1998,martin
643,643,0743202198,chang zeu daughter memoir,b robinette,2001,scribner
644,644,0843952202,temptat,c dain,2003,leisure
645,645,0425166392,guilti pleasur,l sanders,1998,berkley
646,646,0553580604,callahan key,r spider,2001,spectra
647,647,8806162160,un amor dellaltro mondo,pinclo,2002,einaudi
648,648,0385260431,differ kind christma,haley,1989,bantam
649,649,074343059X,geisha gion memoir mineko iwasaki,mineko,2003,simon
650,650,0520216202,asphalt nation automobil took america take back,h kay,1998,university
651,651,0671743503,object affect,stephen,1991,washington
652,652,0671868403,colleg weekend fear street thirti two colleg weekend,l stine,1995,simon
653,653,0671550284,starlight crystal starlight crystal,c pike,1996,simon
654,654,0812570758,speci ii novel,n yvonne,1998,tor
655,655,0553158597,carniv ghost sweet valley twin friend super chiller three,f pascal,1990,sweet
656,656,0399137599,steel beach,j varley,1992,putnam
657,657,0553345842,mind,c r,1985,bantam
658,658,0385495358,rant therefor,miller,2000,doubleday
659,659,0373227736,mask hunter harlequin intrigu seri,k sylvie,2004,harlequin
660,660,0373227396,unmark man bachelor larg harlequin intrigu seven hundr thirti nine,scalera,2003,harlequin
661,661,0451409434,fantast voyag microcosm,kevin,2001,onyx
662,662,0060965118,jeopardi book answer question fact stori greatest game show histori,trebek,1990,harpercollin
663,663,0486406539,siddhartha dover thrift edit,h hesse,1999,dover
664,664,0140267670,life among savag,j shirley,1997,penguin
665,665,0062514377,medit woman much,wilson,1996,harpersanfrancisco
666,666,0684804018,divid life,e walsh,1995,simon
667,667,0345421884,dragonshadow,b hambly,2000,del
668,668,0787947350,let life speak listen voic vocat,j palmer,1999,jossey
669,669,0836213106,night live dad babi blue scrapbook six,k rick,1996,andrew
670,670,0099274167,misconcept,n wolf,2002,vintage
671,671,0061059048,vacuum diagram,b stephen,2001,eo
672,672,0743421922,look windward,b iain,2002,star
673,673,0385494327,black dog,mcewan,1999,doubleday
674,674,0060159081,oscar lucinda,c peter,1988,publisher
675,675,0312313195,son fortun ay adult archer,jeffrey,2003,martin
676,676,080701222X,bloom lotu guid medit exerci heal transform,h thich,1993,beacon
677,677,1591840414,free prize insid next big market idea,g seth,2004,portfolio
